EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
497884,Shooting Permit,07/19/2019 07:00:00 AM,07/19/2019 11:59:00 PM,07/15/2019 09:35:45 AM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between NORMAN AVENUE and NASSAU AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
497881,Shooting Permit,07/17/2019 06:00:00 PM,07/18/2019 05:30:00 AM,07/15/2019 09:07:24 AM,"Mayor's Office of Film, Theatre & Broadcasting","ESSEX STREET between CANAL STREET and GRAND STREET,  LUDLOW STREET between CANAL STREET and HESTER STREET,  CANAL STREET between DIVISION STREET and RUTGERS STREET",Manhattan,"2, 3","7, 84",Television,Cable-episodic,United States of America,"10002, 11201"
497880,Shooting Permit,07/18/2019 07:00:00 AM,07/18/2019 11:59:00 PM,07/15/2019 09:05:15 AM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between NORMAN AVENUE and NASSAU AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
497879,Shooting Permit,07/17/2019 10:00:00 AM,07/18/2019 12:00:00 AM,07/15/2019 08:52:00 AM,"Mayor's Office of Film, Theatre & Broadcasting","QUEENS PLAZA SOUTH between 21 STREET and 22 STREET,  22 STREET between QUEENS PLAZA SOUTH and 43 AVENUE",Queens,2,108,Television,Episodic series,United States of America,11101
497878,Shooting Permit,07/17/2019 07:00:00 AM,07/17/2019 11:59:00 PM,07/15/2019 08:47:54 AM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between NORMAN AVENUE and NASSAU AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
497876,Shooting Permit,07/16/2019 07:00:00 AM,07/16/2019 11:00:00 PM,07/15/2019 08:44:45 AM,"Mayor's Office of Film, Theatre & Broadcasting","COBEK COURT between SHELL ROAD and WEST    3 STREET,  SHELL ROAD between COBEK COURT and AVENUE Y,  BOUCK COURT between SHELL ROAD and WEST    3 STREET,  AVENUE Z between SHELL ROAD and WEST    3 STREET",Brooklyn,"13, 15","60, 61",Television,Episodic series,United States of America,"11223, 11235"
497870,Shooting Permit,07/17/2019 06:00:00 AM,07/17/2019 10:00:00 PM,07/15/2019 08:20:20 AM,"Mayor's Office of Film, Theatre & Broadcasting","57 AVENUE between 90 STREET and 92 STREET,  90 STREET between 57 AVENUE and 56 AVENUE,  90 STREET between 57 AVENUE and QUEENS BOULEVARD,  QUEENS BOULEVARD between 57 AVENUE and 90 STREET",Queens,4,110,Television,Cable-episodic,United States of America,11373
497864,Theater Load in and Load Outs,07/16/2019 12:00:00 AM,07/16/2019 02:00:00 PM,07/15/2019 06:56:21 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   44 STREET between BROADWAY and 6 AVENUE,Manhattan,5,14,Television,Morning Show,United States of America,10036
497847,Shooting Permit,07/17/2019 10:00:00 AM,07/17/2019 08:00:00 PM,07/14/2019 09:52:00 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST BROADWAY between PIKE STREET and RUTGERS STREET,  MADISON STREET between PIKE STREET and RUTGERS STREET",Manhattan,3,7,Still Photography,Not Applicable,United States of America,10002
497812,Shooting Permit,07/16/2019 09:00:00 AM,07/16/2019 09:00:00 PM,07/14/2019 12:56:21 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between MARCY AVENUE and HAVEMEYER STREET,  MARCY AVENUE between BROADWAY and DIVISION AVENUE,  SOUTH    9 STREET between MARCY AVENUE and RODNEY STREET,  DIVISION AVENUE between MARCY AVENUE and WILLIAMSBURG STREET WEST,  ROSS STREET between WILLIAMSBURG STREET WEST and LEE AVENUE",Brooklyn,1,90,Still Photography,Not Applicable,United States of America,11211
497790,Shooting Permit,07/18/2019 07:00:00 AM,07/18/2019 08:00:00 PM,07/14/2019 09:15:07 AM,"Mayor's Office of Film, Theatre & Broadcasting","ELDRIDGE STREET between GRAND STREET and BROOME STREET,  GRAND STREET between ELDRIDGE STREET and FORSYTH STREET",Manhattan,3,"5, 7",Commercial,Commercial,United States of America,10002
497700,Shooting Permit,07/17/2019 03:00:00 PM,07/17/2019 08:00:00 PM,07/12/2019 07:18:58 PM,"Mayor's Office of Film, Theatre & Broadcasting","36 STREET between 23 AVENUE and DITMARS BOULEVARD,  36 STREET between 23 AVENUE and DITMARS BOULEVARD,  23 AVENUE between 36 STREET and 37 STREET",Queens,1,114,Commercial,Commercial,United States of America,11105
497698,Shooting Permit,07/16/2019 06:00:00 AM,07/16/2019 08:00:00 PM,07/12/2019 07:06:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","ALLEN STREET between CANAL STREET and GRAND STREET,  RIVER TERRACE between NORTH END AVENUE and WARREN STREET,  MURRAY STREET between RIVER TERRACE and NORTH END AVENUE,  WARREN STREET between RIVER TERRACE and NORTH END AVENUE,  ORCHARD STREET between CANAL STREET and GRAND STREET,  HESTER STREET between ALLEN STREET and LUDLOW STREET,  ESSEX STREET between DELANCEY STREET and RIVINGTON STREET,  DELANCEY STREET between ESSEX STREET and LUDLOW STREET",Manhattan,"1, 3","1, 5, 7",Commercial,Commercial,United States of America,"10002, 10282"
497682,Shooting Permit,07/17/2019 07:00:00 AM,07/17/2019 10:00:00 PM,07/12/2019 05:14:12 PM,"Mayor's Office of Film, Theatre & Broadcasting","PARK AVENUE between EAST   68 STREET and EAST   69 STREET,  EAST   68 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST   65 STREET and EAST   68 STREET,  EAST   67 STREET between MADISON AVENUE and PARK AVENUE,  EAST   66 STREET between MADISON AVENUE and PARK AVENUE,  EAST   68 STREET between MADISON AVENUE and PARK AVENUE",Manhattan,8,19,Television,Episodic series,United States of America,10065
497681,Shooting Permit,07/16/2019 07:00:00 AM,07/16/2019 11:30:00 PM,07/12/2019 05:02:53 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   54 STREET between LEXINGTON AVENUE and PARK AVENUE,  PARK AVENUE between EAST   55 STREET and EAST   54 STREET,  EAST   54 STREET between MADISON AVENUE and PARK AVENUE,  EAST   53 STREET between LEXINGTON AVENUE and PARK AVENUE,  PARK AVENUE between EAST   53 STREET and EAST   52 STREET,  EAST   53 STREET between MADISON AVENUE and PARK AVENUE,  EAST   52 STREET between LEXINGTON AVENUE and MADISON AVENUE,  EAST   55 STREET between PARK AVENUE and MADISON AVENUE,  PARK AVENUE between EAST   60 STREET and EAST   61 STREET",Manhattan,"5, 8","18, 19",Television,Episodic series,United States of America,"10022, 10065, 10152"
497674,Shooting Permit,07/16/2019 06:00:00 AM,07/17/2019 06:00:00 AM,07/12/2019 04:32:09 PM,"Mayor's Office of Film, Theatre & Broadcasting","ELIZABETH STREET between HESTER STREET and CANAL STREET,  CHRYSTIE STREET between CANAL STREET and GRAND STREET,  MOTT STREET between CANAL STREET and HESTER STREET,  HESTER STREET between MOTT STREET and ELIZABETH STREET",Manhattan,"2, 3",5,Television,Cable-episodic,United States of America,"10002, 10013"
497666,Shooting Permit,07/16/2019 06:00:00 AM,07/16/2019 07:00:00 PM,07/12/2019 04:12:02 PM,"Mayor's Office of Film, Theatre & Broadcasting","MACON STREET between THOMAS S BOYLAND STREET and SARATOGA AVENUE,  SPENCER STREET between DEKALB AVENUE and WILLOUGHBY AVENUE",Brooklyn,"16, 3","73, 79, 81",Commercial,Commercial,United States of America,"11205, 11233"
497665,Shooting Permit,07/16/2019 06:00:00 AM,07/16/2019 05:00:00 PM,07/12/2019 04:08:35 PM,"Mayor's Office of Film, Theatre & Broadcasting","COLUMBIA STREET between SIGOURNEY STREET and DEAD END,  FLATBUSH AVE between PLAZA ST WEST and EMPIRE BLVD",Brooklyn,"19, 55, 6","76, 78",Still Photography,Not Applicable,United States of America,"11215, 11225, 11231, 11238"
497655,Shooting Permit,07/18/2019 10:00:00 AM,07/18/2019 10:00:00 PM,07/12/2019 03:33:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","BEEKMAN STREET between NASSAU STREET and WILLIAM STREET,  NASSAU STREET between BEEKMAN STREET and ANN STREET,  SPRUCE STREET between GOLD STREET and NASSAU STREET",Manhattan,1,1,Television,Episodic series,United States of America,"10007, 10038"
497640,Shooting Permit,07/18/2019 08:00:00 AM,07/18/2019 11:59:00 PM,07/12/2019 03:09:25 PM,"Mayor's Office of Film, Theatre & Broadcasting","COLUMBUS AVENUE between WEST   63 STREET and BROADWAY,  CENTRAL PARK WEST between WEST   67 STREET and WEST   69 STREET,  CENTRAL PARK WEST between WEST   62 STREET and WEST   64 STREET,  WEST   63 STREET between CENTRAL PARK WEST and BROADWAY,  BROADWAY between WEST   62 STREET and WEST   63 STREET",Manhattan,"64, 7","20, 22",Television,Episodic series,United States of America,10023
497638,Shooting Permit,07/16/2019 06:00:00 AM,07/16/2019 11:00:00 PM,07/12/2019 03:06:42 PM,"Mayor's Office of Film, Theatre & Broadcasting","EDGECOMBE AVENUE between WEST  150 STREET and WEST  155 STREET,  WEST  155 STREET between AMSTERDAM AVENUE and ST NICHOLAS AVENUE,  ST NICHOLAS PLACE between WEST  151 STREET and WEST  152 STREET,  ST NICHOLAS PLACE between WEST  152 STREET and WEST  153 STREET,  ST NICHOLAS PLACE between WEST  152 STREET and WEST  153 STREET,  ST NICHOLAS PLACE between WEST  153 STREET and WEST  155 STREET",Manhattan,"10, 12, 9","30, 33",Film,Feature,United States of America,"10031, 10032"
497636,Shooting Permit,07/17/2019 07:00:00 AM,07/17/2019 11:00:00 PM,07/12/2019 03:04:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   52 STREET between LEXINGTON AVENUE and 3 AVENUE,  EAST   49 STREET between MADISON AVENUE and LEXINGTON AVENUE,  EAST   48 STREET between PARK AVENUE and LEXINGTON AVENUE,  MADISON STREET between GOUVERNEUR STREET and JACKSON STREET,  HENRY STREET between GOUVERNEUR STREET and JACKSON STREET,  EAST   50 STREET between PARK AVENUE and LEXINGTON AVENUE",Manhattan,"3, 5, 6","17, 18, 7",Television,Episodic series,United States of America,"10002, 10017, 10022"
497635,Shooting Permit,07/15/2019 10:30:00 AM,07/16/2019 01:00:00 AM,07/12/2019 03:00:56 PM,"Mayor's Office of Film, Theatre & Broadcasting","DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET,  FROST STREET between MORGAN AVENUE and DEBEVOISE AVENUE,  FROST STREET between KINGSLAND AVENUE and DEBEVOISE AVENUE,  FROST STREET between KINGSLAND AVENUE and DEBEVOISE AVENUE",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
497633,Shooting Permit,07/17/2019 10:00:00 AM,07/18/2019 02:00:00 AM,07/12/2019 02:57:03 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  181 STREET between PINEHURST AVENUE and CABRINI BOULEVARD,  WEST  181 STREET between FORT WASHINGTON AVENUE and PINEHURST AVENUE,  PINEHURST AVENUE between WEST  181 STREET and WEST  180 STREET,  FORT WASHINGTON AVENUE between WEST  181 STREET and WEST  179 STREET,  WEST  180 STREET between PINEHURST AVENUE and FORT WASHINGTON AVENUE,  WEST  180 STREET between FORT WASHINGTON AVENUE and BROADWAY",Manhattan,12,34,Television,Cable-other,United States of America,10033
497630,Shooting Permit,07/17/2019 12:00:00 PM,07/18/2019 12:30:00 AM,07/12/2019 02:52:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   22 STREET between 8 AVENUE and 9 AVENUE,  WEST   23 STREET between 8 AVENUE and 9 AVENUE,  8 AVENUE between WEST   22 STREET and WEST   23 STREET,  8 AVENUE between WEST   23 STREET and WEST   24 STREET,  8 AVENUE between WEST   24 STREET and WEST   25 STREET,  WEST   24 STREET between 7 AVENUE and 8 AVENUE,  WEST   24 STREET between 7 AVENUE and 8 AVENUE",Manhattan,4,10,Television,Episodic series,United States of America,"10001, 10011"
497619,Shooting Permit,07/16/2019 06:00:00 AM,07/16/2019 10:00:00 PM,07/12/2019 02:17:52 PM,"Mayor's Office of Film, Theatre & Broadcasting","WALTON AVENUE between EAST  183 STREET and EAST  184 STREET,  WALTON AVENUE between EAST  184 STREET and EAST  183 STREET,  MORRIS AVENUE between EAST  183 STREET and EAST  184 STREET,  FIELD PLACE between MORRIS AVENUE and CRESTON AVENUE,  CRESTON AVENUE between EAST  184 STREET and FIELD PLACE,  EAST  184 STREET between MORRIS AVENUE and GRAND CONCOURSE,  EAST  188 STREET between MORRIS AVENUE and GRAND CONCOURSE,  CRESTON AVENUE between EAST  188 STREET and EAST  184 STREET,  GRAND CONCOURSE between EAST  184 STREET and EAST  188 STREET,  EAST  184 STREET between WALTON AVENUE and MORRIS AVENUE,  MORRIS AVENUE between EAST  183 STREET and EAST  184 STREET",Bronx,5,46,Film,Feature,United States of America,"10458, 10468"
497618,Shooting Permit,07/16/2019 07:00:00 AM,07/16/2019 09:00:00 PM,07/12/2019 02:17:18 PM,"Mayor's Office of Film, Theatre & Broadcasting",SIGNAL HILL RD between HOWARD AVENUE and PARK LANE,Staten Island,1,120,Film,Feature,United States of America,10301
497612,Shooting Permit,07/17/2019 07:00:00 AM,07/17/2019 09:00:00 PM,07/12/2019 02:09:11 PM,"Mayor's Office of Film, Theatre & Broadcasting","CRESCENT STREET between 23 AVENUE and 24 AVENUE,  CRESCENT STREET between 24 AVENUE and HOYT AVENUE,  28 STREET between 23 AVENUE and 24 AVENUE,  26 STREET between 23 AVENUE and 24 AVENUE,  26 STREET between 24 AVENUE and HOYT AVENUE,  24 AVENUE between CRESCENT STREET and 26 STREET,  24 AVENUE between 26 STREET and 27 STREET,  MCGUINNESS BOULEVARD between CALYER STREET and MESEROLE AVENUE,  MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET,  JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  MESEROLE AVENUE between MCGUINNESS BOULEVARD and NEWEL STREET",Queens,1,"114, 94",Television,Episodic series,United States of America,"11102, 11105, 11222"
497600,Shooting Permit,07/16/2019 06:00:00 AM,07/16/2019 07:00:00 PM,07/12/2019 01:22:43 PM,"Mayor's Office of Film, Theatre & Broadcasting","SMITH STREET between HALLECK STREET and CREAMER STREET,  WEST   48 STREET between 11 AVENUE and 12 AVENUE",Brooklyn,"4, 6","18, 76",Commercial,Commercial,United States of America,"10036, 11231"
497599,Shooting Permit,07/15/2019 06:00:00 AM,07/15/2019 06:00:00 PM,07/12/2019 01:22:43 PM,"Mayor's Office of Film, Theatre & Broadcasting",SMITH STREET between HALLECK STREET and CREAMER STREET,Brooklyn,6,76,Commercial,Commercial,United States of America,11231
497601,Shooting Permit,07/17/2019 06:00:00 AM,07/17/2019 06:00:00 PM,07/12/2019 01:22:43 PM,"Mayor's Office of Film, Theatre & Broadcasting","11 AVENUE between WEST   48 STREET and WEST   47 STREET,  WEST   48 STREET between 11 AVENUE and 12 AVENUE,  AMSTERDAM AVENUE between WEST  107 STREET and WEST  109 STREET",Manhattan,"4, 7","18, 24",Commercial,Commercial,United States of America,"10025, 10036"
497569,Shooting Permit,07/15/2019 07:00:00 AM,07/15/2019 08:30:00 PM,07/12/2019 12:12:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","GRAND STREET between BIALYSTOKER PLACE and PITT STREET,  PITT STREET between GRAND STREET and BROOME STREET,  BIALYSTOKER PLACE between GRAND STREET and BROOME STREET,  GRAND STREET between BIALYSTOKER PLACE and COLUMBIA STREET",Manhattan,3,7,Television,Episodic series,United States of America,10002
497566,Shooting Permit,07/18/2019 05:00:00 PM,07/19/2019 06:00:00 AM,07/12/2019 11:54:04 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   44 STREET between 9 AVENUE and 10 AVENUE,  WEST   43 STREET between 9 AVENUE and 8 AVENUE,  8 AVENUE between WEST   43 STREET and WEST   42 STREET,  WEST   43 STREET between 8 AVENUE and 7 AVENUE",Manhattan,"4, 5","14, 18",Television,Episodic series,United States of America,10036
497565,Shooting Permit,07/17/2019 07:00:00 AM,07/17/2019 09:00:00 PM,07/12/2019 11:52:49 AM,"Mayor's Office of Film, Theatre & Broadcasting",BETHUNE STREET between GREENWICH STREET and WASHINGTON STREET,Manhattan,2,6,Commercial,Commercial,United States of America,"10011, 10014"
497559,Shooting Permit,07/19/2019 01:00:00 AM,07/19/2019 04:00:00 PM,07/12/2019 11:41:12 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
497556,Rigging Permit,07/18/2019 01:00:00 PM,07/18/2019 04:00:00 PM,07/12/2019 11:35:40 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
497551,Shooting Permit,07/16/2019 09:00:00 AM,07/16/2019 11:59:00 PM,07/12/2019 11:18:03 AM,"Mayor's Office of Film, Theatre & Broadcasting","6 AVENUE between WEST   16 STREET and WEST   17 STREET,  WEST   16 STREET between 6 AVENUE and 5 AVENUE,  WEST   16 STREET between 6 AVENUE and 5 AVENUE,  PARK AVENUE SOUTH between EAST   18 STREET and EAST   19 STREET,  PARK AVENUE SOUTH between EAST   17 STREET and EAST   18 STREET,  EAST   19 STREET between BROADWAY and PARK AVENUE SOUTH,  EAST   19 STREET between PARK AVENUE SOUTH and IRVING PLACE,  EAST   18 STREET between PARK AVENUE SOUTH and IRVING PLACE,  EAST   18 STREET between BROADWAY and PARK AVENUE SOUTH,  WEST   17 STREET between 6 AVENUE and 5 AVENUE",Manhattan,"4, 5, 6",13,Television,Episodic series,United States of America,"10003, 10011"
497539,Shooting Permit,07/16/2019 07:00:00 AM,07/16/2019 08:00:00 PM,07/12/2019 10:57:55 AM,"Mayor's Office of Film, Theatre & Broadcasting","JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET,  CALYER STREET between DIAMOND STREET and JEWEL STREET,  NEWEL STREET between MESEROLE AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
497535,Shooting Permit,07/15/2019 06:00:00 AM,07/15/2019 09:00:00 PM,07/12/2019 10:42:41 AM,"Mayor's Office of Film, Theatre & Broadcasting","FULTON STREET between SOUTH PORTLAND AVENUE and SOUTH ELLIOTT PLACE,  SOUTH PORTLAND AVENUE between FULTON STREET and HANSON PLACE,  SOUTH ELLIOTT PLACE between FULTON STREET and HANSON PLACE,  SOUTH ELLIOTT PLACE between HANSON PLACE and ACADEMY PARK PLACE,  ACADEMY PARK PLACE between SOUTH ELLIOTT PLACE and SOUTH PORTLAND AVENUE",Brooklyn,2,"78, 88",Commercial,Commercial,United States of America,11217
497532,Shooting Permit,07/16/2019 10:00:00 AM,07/16/2019 07:00:00 PM,07/12/2019 10:38:43 AM,"Mayor's Office of Film, Theatre & Broadcasting","MAIDEN LANE between FRONT STREET and WATER STREET,  WATER STREET between MAIDEN LANE and PINE STREET,  MAIDEN LANE between WATER STREET and PEARL STREET",Manhattan,1,1,Commercial,Commercial,United States of America,"10004, 10005, 10038"
497520,Shooting Permit,07/16/2019 07:00:00 AM,07/16/2019 09:00:00 PM,07/12/2019 09:59:57 AM,"Mayor's Office of Film, Theatre & Broadcasting","45 AVENUE between 10 STREET and 11 STREET,  45 ROAD between 21 STREET and 23 STREET,  21 STREET between 46 AVENUE and 45 AVENUE,  21 STREET between 45 ROAD and 45 AVENUE",Queens,2,108,Television,Cable-episodic,United States of America,11101
497515,Shooting Permit,07/18/2019 06:00:00 AM,07/18/2019 07:00:00 PM,07/12/2019 09:37:10 AM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between EAST   12 STREET and EAST   13 STREET,  EAST   73 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST   72 STREET and EAST   73 STREET",Manhattan,"2, 8","19, 6, 9",Film,Feature,United States of America,"10003, 10021"
497510,Shooting Permit,07/15/2019 07:00:00 AM,07/15/2019 08:00:00 PM,07/12/2019 08:43:28 AM,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  REVIEW AVENUE between 35 STREET and BORDEN AVENUE",Queens,2,108,Television,Cable-other,United States of America,11101
497508,Shooting Permit,07/16/2019 10:00:00 AM,07/17/2019 01:00:00 AM,07/12/2019 08:30:53 AM,"Mayor's Office of Film, Theatre & Broadcasting","QUEENS PLAZA SOUTH between 21 STREET and 22 STREET,  22 STREET between QUEENS PLAZA SOUTH and 43 AVENUE",Queens,2,108,Television,Episodic series,United States of America,11101
497439,Shooting Permit,07/19/2019 06:00:00 AM,07/19/2019 10:00:00 PM,07/11/2019 04:18:13 PM,"Mayor's Office of Film, Theatre & Broadcasting","ST NICHOLAS AVENUE between WEST  115 STREET and WEST  111 STREET,  WEST  113 STREET between ADAM CLAYTON POWELL JR BOULEVARD and LENOX AVENUE,  ADAM CLAYTON POWELL JR BOULEVARD between WEST  112 STREET and WEST  114 STREET,  WEST  114 STREET between ADAM CLAYTON POWELL JR BOULEVARD and LENOX AVENUE,  WEST  112 STREET between ADAM CLAYTON POWELL JR BOULEVARD and LENOX AVENUE,  LENOX AVENUE between WEST  116 STREET and WEST  111 STREET,  WEST  112 STREET between LENOX AVENUE and 5 AVENUE,  WEST  111 STREET between LENOX AVENUE and 5 AVENUE",Manhattan,10,28,Film,Feature,United States of America,10026
497434,Shooting Permit,07/15/2019 06:00:00 AM,07/15/2019 10:00:00 PM,07/11/2019 04:07:29 PM,"Mayor's Office of Film, Theatre & Broadcasting",SIGNAL HILL RD between HOWARD AVENUE and PARK LANE,Staten Island,1,120,Film,Feature,United States of America,10301
497429,Shooting Permit,07/16/2019 07:00:00 AM,07/16/2019 11:00:00 PM,07/11/2019 04:03:02 PM,"Mayor's Office of Film, Theatre & Broadcasting","Kissena Blvd between 65 AVENUE and HORACE HARDING EXPY,  MELBOURNE AVENUE between KISSENA BOULEVARD and 150 STREET",Queens,8,107,Television,Episodic series,United States of America,11367
497428,Shooting Permit,07/15/2019 12:00:00 AM,07/15/2019 12:00:00 PM,07/11/2019 03:59:25 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 5 AVENUE and 6 AVENUE,Manhattan,5,18,Television,Morning Show,United States of America,"10020, 10036"
497419,Shooting Permit,07/18/2019 07:00:00 AM,07/18/2019 09:00:00 PM,07/11/2019 03:32:51 PM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between MOULTRIE STREET and HUMBOLDT STREET,  HUMBOLDT STREET between MESEROLE AVENUE and NORMAN AVENUE,  CALYER STREET between DIAMOND STREET and JEWEL STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
497415,Shooting Permit,07/15/2019 07:00:00 AM,07/15/2019 09:00:00 PM,07/11/2019 03:15:31 PM,"Mayor's Office of Film, Theatre & Broadcasting","CENTRAL PARK WEST between WEST  103 STREET and WEST  102 STREET,  CENTRAL PARK WEST between WEST  109 STREET and WEST  104 STREET,  CENTRAL PARK WEST between WEST  104 STREET and WEST  102 STREET,  CENTRAL PARK WEST between WEST  102 STREET and WEST  100 STREET,  CENTRAL PARK WEST between WEST  100 STREET and WEST   97 STREET",Manhattan,"64, 7","22, 24",Television,Episodic series,United States of America,10025
497404,Shooting Permit,07/13/2019 07:00:00 AM,07/13/2019 08:00:00 PM,07/11/2019 02:52:04 PM,"Mayor's Office of Film, Theatre & Broadcasting",North 3rd between Wythe and Kent,Brooklyn,1,94,WEB,Not Applicable,United States of America,11211
497402,Shooting Permit,07/16/2019 06:00:00 AM,07/16/2019 10:00:00 PM,07/11/2019 02:46:57 PM,"Mayor's Office of Film, Theatre & Broadcasting","HAMILTON PLACE between CLINTON AVENUE and 66 STREET,  PERRY AVENUE between HAMILTON PLACE and 55 DRIVE,  PERRY AVENUE between HAMILTON PLACE and 66 STREET,  66 STREET between PERRY AVENUE and HAMILTON PLACE,  GRAND AVENUE between 65 STREET and 66 STREET,  66 STREET between GRAND AVENUE and 58 AVENUE,  GRAND AVENUE between HAMILTON PLACE and BORDEN AVENUE",Queens,5,104,Television,Cable-other,United States of America,11378
497398,Shooting Permit,07/15/2019 09:30:00 AM,07/16/2019 12:30:00 AM,07/11/2019 02:42:50 PM,"Mayor's Office of Film, Theatre & Broadcasting","COLUMBUS AVENUE between WEST   84 STREET and WEST   85 STREET,  WEST   84 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,  WEST   82 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,  CENTRAL PARK WEST between WEST   82 STREET and WEST   81 STREET,  WEST   86 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,  COLUMBUS AVENUE between WEST   87 STREET and WEST   85 STREET,  WEST   83 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,  WEST   58 STREET between 11 AVENUE and 12 AVENUE,  12 AVENUE between WEST   58 STREET and WEST   57 STREET,  11 AVENUE between WEST   58 STREET and WEST   57 STREET,  WEST   58 STREET between 11 AVENUE and 12 AVENUE,  11 AVENUE between WEST   58 STREET and WEST   59 STREET,  WEST   58 STREET between 11 AVENUE and 10 AVENUE,  WEST   59 STREET between 11 AVENUE and 10 AVENUE,  WEST   59 STREET between 11 AVENUE and 12 AVENUE",Manhattan,"4, 64, 7","18, 20, 22, 24",Television,Episodic series,United States of America,"10019, 10024"
497378,Rigging Permit,07/19/2019 06:00:00 AM,07/19/2019 07:00:00 PM,07/11/2019 02:00:25 PM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
497377,Rigging Permit,07/18/2019 06:00:00 AM,07/18/2019 07:00:00 PM,07/11/2019 02:00:10 PM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
497349,Rigging Permit,07/17/2019 06:00:00 AM,07/17/2019 07:00:00 PM,07/11/2019 12:48:51 PM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
497348,Rigging Permit,07/16/2019 06:00:00 AM,07/16/2019 07:00:00 PM,07/11/2019 12:47:53 PM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
